hotel;is_canceled;lead_time;arrival_date_year;arrival_date_month;arrival_date_week_number;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;distribution_channel;is_repeated_guest;previous_cancellations;previous_bookings_not_canceled;reserved_room_type;assigned_room_type;booking_changes;deposit_type;agent;company;days_in_waiting_list;customer_type;adr;required_car_parking_spaces;total_of_special_requests;reservation_status;reservation_status_date;name;email;phone-number;credit_card
Resort Hotel;0;113;2015;July;28;8;2;4;2;0;0;BB;PRT;Direct;Direct;0;0;0;E;E;1;No Deposit;250;;0;Transient;77.96;1;1;Check-Out;14/07/15;Leah Payne;Leah_Payne26@yahoo.com;547-173-4121;************7465
Resort Hotel;1;280;2015;July;28;8;2;5;2;1;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;40;;0;Contract;112;0;1;Canceled;15/04/15;Victoria Stewart;VictoriaStewart31@yahoo.com;286-727-0925;************7329
Resort Hotel;0;96;2015;July;28;8;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;E;F;0;No Deposit;240;;0;Transient;107;0;1;Check-Out;15/07/15;Mr. Ryan Wright;MWright51@aol.com;322-031-8553;************7002
Resort Hotel;0;394;2015;July;28;8;2;5;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;40;;0;Contract;89.68;0;0;Check-Out;15/07/15;William Duncan;William.Duncan26@hotmail.com;258-818-1494;************8367
Resort Hotel;0;33;2015;July;28;8;2;5;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;;0;Transient;155;0;0;Check-Out;15/07/15;Jonathan Kelly;Kelly_Jonathan@zoho.com;818-429-6070;************9034
Resort Hotel;0;82;2015;July;28;8;2;6;3;0;0;BB;IRL;Direct;Direct;0;0;0;A;A;0;No Deposit;250;;0;Transient;112;0;1;Check-Out;16/07/15;Erik Young;EYoung@gmail.com;861-177-8420;************1904
Resort Hotel;0;100;2015;July;28;8;2;7;3;0;0;BB;DNK;Online TA;TA/TO;0;0;0;E;E;1;No Deposit;240;;0;Transient-Party;130.1;0;3;Check-Out;17/07/15;Brittany Smith;BSmith32@yandex.com;808-777-1340;************5801
Resort Hotel;0;100;2015;July;28;8;2;7;2;0;0;BB;DNK;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;;0;Transient-Party;100.1;0;2;Check-Out;17/07/15;Jennifer Oliver;Jennifer.Oliver@outlook.com;400-377-8953;************3905
Resort Hotel;0;17;2015;July;28;9;0;1;2;2;0;BB;PRT;Online TA;TA/TO;0;0;0;C;C;0;No Deposit;242;;0;Transient;123;0;3;Check-Out;10/07/15;Jennifer Cunningham;Jennifer.Cunningham@comcast.net;410-916-8076;************9435
Resort Hotel;0;68;2015;July;28;9;0;2;3;0;0;BB;ARG;Direct;Direct;0;0;0;A;C;0;No Deposit;250;;0;Transient;124;1;1;Check-Out;11/07/15;Judy Lucero;Judy.Lucero94@protonmail.com;810-207-7781;************5499
Resort Hotel;0;12;2015;July;28;9;0;2;2;2;0;BB;PRT;Direct;Direct;0;0;0;H;G;2;No Deposit;;;0;Transient;146;1;0;Check-Out;11/07/15;Stephanie Mccoy;Mccoy_Stephanie@zoho.com;856-389-4559;************8631
Resort Hotel;1;77;2015;July;28;9;0;3;2;0;0;BB;PRT;Direct;Direct;0;0;0;D;D;0;No Deposit;250;;0;Transient;97;0;0;Canceled;02/06/15;Amy Lee;AmyLee70@att.com;487-969-0276;************9252
Resort Hotel;1;24;2015;July;28;9;0;3;2;2;0;BB;PRT;Online TA;TA/TO;0;0;0;C;C;0;No Deposit;242;;0;Transient;123;0;1;Canceled;16/06/15;Phyllis Dunn;PDunn@aol.com;323-363-3142;************2897
Resort Hotel;1;44;2015;July;28;9;0;3;2;2;0;BB;PRT;Online TA;TA/TO;0;0;0;G;G;0;No Deposit;240;;0;Transient;153;0;0;Canceled;16/06/15;Joseph Nichols;Joseph.N@yahoo.com;356-443-7988;************1886
Resort Hotel;0;78;2015;July;28;9;0;3;2;0;1;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;82;0;2;Check-Out;12/07/15;Robert Gonzalez;RobertGonzalez@hotmail.com;313-497-8939;************8826
Resort Hotel;1;17;2015;July;28;9;1;3;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;105.08;0;0;Canceled;23/06/15;Jenna Castillo;Castillo.Jenna@yahoo.com;928-974-9546;************5866
Resort Hotel;1;103;2015;July;28;9;1;3;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;65.42;0;0;Canceled;27/06/15;Karen Harris;Karen_H@protonmail.com;792-593-6138;************4088
Resort Hotel;0;16;2015;July;28;9;1;3;1;0;0;BB;RUS;Direct;Direct;0;0;0;A;A;0;No Deposit;250;;0;Transient;98;0;1;Check-Out;13/07/15;Kristen Williams;Kristen.Williams@protonmail.com;421-586-4415;************2999
Resort Hotel;0;14;2015;July;28;9;2;3;2;0;0;BB;SWE;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;241;;0;Transient;75.46;1;1;Check-Out;14/07/15;Bradley Dickson;Dickson_Bradley@yahoo.com;189-235-1026;************6371
Resort Hotel;0;77;2015;July;28;9;2;3;2;0;0;BB;POL;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;177;;0;Transient;65.5;0;0;Check-Out;14/07/15;Rodney Ford;RodneyFord39@mail.com;217-265-5429;************5853
Resort Hotel;0;90;2015;July;28;9;2;5;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;6;;0;Transient;90.95;0;0;Check-Out;16/07/15;Christopher Giles;CGiles29@comcast.net;384-250-2031;************8657
Resort Hotel;0;90;2015;July;28;9;2;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;40;;0;Contract;93.6;0;0;Check-Out;16/07/15;Tracy Escobar;Tracy.Escobar85@gmail.com;633-436-5830;************9203
Resort Hotel;0;90;2015;July;28;9;2;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;E;E;0;No Deposit;143;;0;Contract;119.25;0;0;Check-Out;16/07/15;Tracy Johnson;TJohnson85@hotmail.com;544-165-5069;************1563
Resort Hotel;0;366;2015;July;28;9;2;5;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;0;0;E;E;0;No Deposit;40;;0;Contract;134.73;0;0;Check-Out;16/07/15;Mark Cox MD;MarkMD62@mail.com;515-974-2223;************8211
Resort Hotel;0;249;2015;July;28;9;2;5;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;112;0;1;Check-Out;16/07/15;Brooke Martin;BMartin@aol.com;188-464-0257;************4539
Resort Hotel;1;69;2015;July;28;9;2;6;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;118.13;0;2;Canceled;13/05/15;Victoria Vargas;Vargas.Victoria86@mail.com;157-480-0120;************4334
Resort Hotel;0;10;2015;July;28;10;0;1;2;0;0;BB;USA;Direct;Direct;0;0;0;A;A;0;No Deposit;250;;0;Transient;131;0;0;Check-Out;11/07/15;Amanda Johnson;Amanda_Johnson30@att.com;660-317-3148;************7967
Resort Hotel;0;22;2015;July;28;10;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;88.2;0;0;Check-Out;12/07/15;Kevin Wu;Kevin.Wu@xfinity.com;841-768-8185;************7687
Resort Hotel;0;91;2015;July;28;10;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;73.8;0;1;Check-Out;12/07/15;Thomas Johnson;TJohnson28@mail.com;366-028-0992;************3010
Resort Hotel;0;23;2015;July;28;10;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;98;0;0;Check-Out;12/07/15;Jamie Smith;JSmith@gmail.com;657-992-2925;************1377
Resort Hotel;0;11;2015;July;28;10;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;110.5;0;1;Check-Out;12/07/15;Brianna Montgomery;Montgomery.Brianna@xfinity.com;720-949-2293;************9305
Resort Hotel;0;3;2015;July;28;10;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;131;0;1;Check-Out;12/07/15;Marie Sullivan;MarieSullivan@yahoo.com;514-614-7652;************5579
Resort Hotel;0;13;2015;July;28;10;0;2;2;1;0;HB;PRT;Online TA;TA/TO;0;0;0;G;G;2;No Deposit;240;;0;Transient;185;1;1;Check-Out;12/07/15;Aaron Miller;Aaron_Miller@hotmail.com;172-367-8367;************5513
Resort Hotel;0;108;2015;July;28;10;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;240;;0;Transient;87.3;0;2;Check-Out;12/07/15;Roy Murphy;RMurphy52@yahoo.com;231-300-5662;************7716
Resort Hotel;0;91;2015;July;28;10;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;73.8;0;1;Check-Out;12/07/15;Catherine Chan DDS;Catherine_DDS@comcast.net;289-972-2718;************3929
Resort Hotel;0;37;2015;July;28;10;1;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;C;C;0;No Deposit;105;;0;Transient;120;0;1;Check-Out;13/07/15;Amy Khan;Amy.Khan@zoho.com;525-397-8737;************7377
Resort Hotel;0;21;2015;July;28;10;1;2;2;0;0;BB;AUS;Direct;Direct;0;0;0;A;C;0;No Deposit;250;;0;Transient;98;0;1;Check-Out;13/07/15;Joshua Sullivan;Joshua_Sullivan@comcast.net;151-760-5294;************5389
Resort Hotel;0;106;2015;July;28;10;1;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;;0;Transient;96.3;0;2;Check-Out;13/07/15;Brooke Mccarty;Brooke.Mccarty@protonmail.com;679-028-8706;************9589
Resort Hotel;0;30;2015;July;28;10;2;2;2;0;0;FB;PRT;Direct;Direct;0;0;0;F;F;0;No Deposit;;;0;Transient-Party;197;0;1;Check-Out;14/07/15;Kelsey Herman;Herman.Kelsey34@mail.com;975-614-7112;************1538
Resort Hotel;0;30;2015;July;28;10;2;2;2;0;0;FB;PRT;Direct;Direct;0;0;0;F;F;0;No Deposit;;;0;Transient-Party;197;0;1;Check-Out;14/07/15;Dakota Ponce;DakotaPonce45@yandex.com;909-908-7981;************6436
Resort Hotel;1;51;2015;July;28;10;2;3;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;;0;Transient;123;0;0;Canceled;29/06/15;Dawn Frost;Frost.Dawn@verizon.com;335-002-8727;************8391
Resort Hotel;0;79;2015;July;28;10;2;3;2;0;0;BB;POL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;82;0;2;Check-Out;15/07/15;Cynthia Meadows;CMeadows@hotmail.com;479-770-5950;************3037
Resort Hotel;0;21;2015;July;28;10;2;3;2;0;2;HB;PRT;Direct;Direct;0;0;0;C;C;1;No Deposit;250;;0;Transient;165;1;3;Check-Out;15/07/15;Patrick Wood;Patrick.W@mail.com;595-110-6891;************3555
Resort Hotel;0;35;2015;July;28;10;2;3;2;2;0;BB;EST;Online TA;TA/TO;0;0;0;G;G;0;No Deposit;240;;0;Transient;149.4;0;0;Check-Out;15/07/15;Patricia Green;Green.Patricia@aol.com;554-568-3298;************9086
Resort Hotel;0;78;2015;July;28;10;2;5;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;240;;0;Transient;106.84;1;2;Check-Out;17/07/15;Diane Brown;Diane_B@xfinity.com;775-172-3008;************8666
Resort Hotel;0;31;2015;July;28;10;2;5;2;0;0;HB;PRT;Direct;Direct;0;0;0;D;D;1;No Deposit;250;;0;Transient;161;1;1;Check-Out;17/07/15;Michael Gibson;MGibson36@hotmail.com;251-345-2664;************2795
Resort Hotel;0;78;2015;July;28;10;2;5;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;240;;0;Transient;134.43;0;2;Check-Out;17/07/15;Christopher Daniel;Christopher_D99@yahoo.com;489-846-4333;************7831
Resort Hotel;0;78;2015;July;28;10;2;5;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;E;E;1;No Deposit;240;;0;Transient;144.43;1;2;Check-Out;17/07/15;Brandon Beck;Brandon_B51@xfinity.com;342-274-5500;************3383
Resort Hotel;0;44;2015;July;28;10;2;5;1;0;0;HB;RUS;Offline TA/TO;TA/TO;0;0;0;E;E;2;No Deposit;244;;0;Transient;152;0;0;Check-Out;17/07/15;Jesse Salazar;Jesse.S@yandex.com;636-161-4607;************7184
Resort Hotel;0;34;2015;July;28;10;2;5;2;1;0;HB;GBR;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;241;;0;Transient;125.54;0;3;Check-Out;17/07/15;Faith Davis;FaithDavis@yahoo.com;400-009-5678;************5276
Resort Hotel;0;87;2015;July;28;10;2;5;2;1;1;FB;PRT;Offline TA/TO;TA/TO;0;0;0;C;C;0;No Deposit;5;;0;Transient;133.83;0;2;Check-Out;17/07/15;Richard Ferguson;RFerguson@protonmail.com;907-285-6596;************2049
Resort Hotel;0;11;2015;July;28;10;2;6;3;1;0;BB;PRT;Direct;Direct;0;0;0;C;C;0;No Deposit;250;;0;Transient;159.75;1;0;Check-Out;18/07/15;Jimmy Burch;Jimmy.Burch21@yahoo.com;845-796-0670;************6133
Resort Hotel;0;115;2015;July;28;10;2;7;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;120.6;0;2;Check-Out;19/07/15;Kyle Singh;Singh_Kyle@hotmail.com;534-089-2176;************9515
Resort Hotel;0;86;2015;July;28;10;3;7;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;;0;Transient;112.2;0;0;Check-Out;20/07/15;Tammy Hill;Hill_Tammy@zoho.com;296-377-6859;************8672
Resort Hotel;0;41;2015;July;28;10;4;7;2;0;1;BB;GBR;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;241;;0;Transient;110.6;0;0;Check-Out;21/07/15;Teresa Parrish;Parrish_Teresa@gmail.com;999-248-4556;************7710
Resort Hotel;0;32;2015;July;28;10;4;9;2;0;0;BB;DNK;Online TA;TA/TO;0;0;0;C;C;0;No Deposit;241;;0;Transient;105.9;0;0;Check-Out;23/07/15;Mrs. Shannon Riggs;Riggs.Mrs.@mail.com;811-761-4010;************1148
Resort Hotel;0;34;2015;July;28;10;2;5;2;1;0;HB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;241;;0;Transient;95.27;0;3;Check-Out;17/07/15;Cody Smith;Smith.Cody@comcast.net;267-910-2501;************4136
Resort Hotel;0;34;2015;July;28;10;2;5;2;0;0;HB;GBR;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;241;;0;Transient;108.83;0;1;Check-Out;17/07/15;Stephen Dickerson;Stephen_Dickerson@att.com;139-462-8029;************2092
Resort Hotel;1;100;2015;July;28;11;2;3;2;1;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;149;;0;Transient;153.96;0;0;Canceled;29/05/15;Kimberly Olson;Kimberly.Olson@xfinity.com;995-876-8158;************7967
Resort Hotel;0;44;2015;July;28;11;2;3;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;120.6;0;0;Check-Out;16/07/15;Ashley Smith;Smith.Ashley45@gmail.com;762-466-8907;************1444
Resort Hotel;0;304;2015;July;28;11;2;4;2;0;1;BB;PRT;Direct;TA/TO;0;0;0;A;A;1;No Deposit;240;;0;Transient;90.67;0;1;Check-Out;17/07/15;Alec Johnson;Alec.Johnson67@yahoo.com;328-233-6698;************3622
Resort Hotel;1;36;2015;July;28;11;2;4;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;;0;Transient;126.67;0;0;Canceled;08/06/15;Jasmin Schultz;Jasmin.Schultz@outlook.com;880-452-9834;************8319
Resort Hotel;0;117;2015;July;28;11;2;4;3;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;15;;0;Transient;144.4;0;1;Check-Out;17/07/15;Henry Atkins;HAtkins@mail.com;789-073-1989;************3857
Resort Hotel;0;70;2015;July;28;11;2;4;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;99.5;1;2;Check-Out;17/07/15;Stephen Banks;Stephen.B83@gmail.com;810-088-3060;************5829
Resort Hotel;0;110;2015;July;28;11;2;5;2;0;0;BB;PRT;Direct;Direct;0;0;0;E;E;0;No Deposit;250;;0;Transient;139.4;0;1;Check-Out;18/07/15;Ashley Vasquez;Ashley_Vasquez@yandex.com;354-402-0741;************9359
Resort Hotel;1;109;2015;July;28;11;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;73.8;0;1;Canceled;22/04/15;Michael Cline;Michael.C@mail.com;549-770-1668;************4140
Resort Hotel;0;33;2015;July;28;11;2;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;241;;0;Transient;89.97;0;1;Check-Out;15/07/15;Craig Oconnor;Oconnor_Craig@verizon.com;954-933-8330;************6956
Resort Hotel;0;33;2015;July;28;11;2;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;;0;Transient;123;0;0;Check-Out;15/07/15;Michael Johnson;Michael.Johnson@outlook.com;122-626-4644;************7241
Resort Hotel;0;33;2015;July;28;11;2;2;2;0;0;BB;CZE;Online TA;TA/TO;0;0;0;E;E;1;No Deposit;240;;0;Transient;123;0;0;Check-Out;15/07/15;James Jacobs;JJacobs70@hotmail.com;409-257-4183;************6248
Resort Hotel;0;0;2015;July;28;11;0;1;1;0;0;BB;GBR;Direct;Direct;0;0;0;A;A;0;No Deposit;;;0;Transient;123;0;0;Check-Out;12/07/15;Zachary Kelly;Zachary_Kelly@yandex.com;812-444-6462;************4187
Resort Hotel;0;0;2015;July;28;11;0;1;2;0;0;HB;DEU;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;240;;0;Transient;144.9;0;1;Check-Out;12/07/15;Raymond Hawkins;Raymond_Hawkins@verizon.com;461-154-1148;************4807
Resort Hotel;0;0;2015;July;28;11;0;1;2;0;0;BB;ESP;Direct;Direct;0;0;0;G;G;0;No Deposit;;;0;Transient;153;0;0;Check-Out;12/07/15;Phillip Allen;Phillip_A@att.com;617-143-2263;************3693
Resort Hotel;0;0;2015;July;28;11;0;1;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;131;0;1;Check-Out;12/07/15;Adam Day;AdamDay@mail.com;241-688-1550;************6428
Resort Hotel;0;84;2015;July;28;11;1;1;2;0;0;HB;PRT;Corporate;Corporate;0;0;0;A;A;0;No Deposit;;113;0;Transient;100;1;0;Check-Out;13/07/15;Lisa Morgan;LMorgan@hotmail.com;645-017-6780;************3449
Resort Hotel;0;71;2015;July;28;11;1;1;2;0;0;BB;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;175;;0;Transient;65.5;0;0;Check-Out;13/07/15;Brian Williams;Williams.Brian@comcast.net;860-802-1878;************4307
Resort Hotel;0;16;2015;July;28;11;1;1;2;0;0;BB;ROU;Online TA;TA/TO;0;0;0;C;C;0;No Deposit;242;;0;Transient;123;0;1;Check-Out;13/07/15;Dr. Stephanie Martinez;Dr._Martinez@hotmail.com;944-834-8960;************3751
Resort Hotel;0;54;2015;July;28;11;2;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;F;0;No Deposit;240;;0;Transient;123;0;0;Check-Out;14/07/15;James Bentley;James_Bentley@xfinity.com;774-521-8062;************5020
Resort Hotel;0;8;2015;July;28;11;2;1;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;131;0;0;Check-Out;14/07/15;Jessica Day;Jessica.Day@yahoo.com;955-149-9915;************8897
Resort Hotel;0;36;2015;July;28;11;2;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;5;;0;Transient;104.68;1;0;Check-Out;18/07/15;Douglas Cordova MD;Douglas.MD@protonmail.com;159-873-7113;************2581
Resort Hotel;0;40;2015;July;28;11;2;5;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;242;;0;Transient;166;0;0;Check-Out;18/07/15;Anthony Stein;Anthony_Stein43@comcast.net;929-530-7861;************5577
Resort Hotel;1;59;2015;July;28;11;2;6;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;;0;Transient;111.25;0;2;Canceled;19/05/15;Michael Reed;MReed19@protonmail.com;345-673-4058;************9309
Resort Hotel;0;79;2015;July;28;11;2;6;2;2;0;HB;PRT;Direct;Direct;0;0;0;G;G;1;No Deposit;250;;0;Transient;213.75;0;0;Check-Out;19/07/15;Tina Andrews;Tina_Andrews@aol.com;158-054-6096;************8759
Resort Hotel;0;32;2015;July;28;11;4;6;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;E;E;1;No Deposit;240;;0;Transient;178;1;0;Check-Out;21/07/15;Peggy Woods;Woods_Peggy@mail.com;293-514-6149;************3253
Resort Hotel;0;110;2015;July;28;11;2;5;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;A;0;No Deposit;250;;0;Transient;113.9;0;1;Check-Out;18/07/15;Lucas Davis;Davis.Lucas@mail.com;203-046-2797;************3971
Resort Hotel;0;33;2015;July;28;11;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;;0;Transient;129.29;1;0;Check-Out;18/07/15;Natasha Blankenship;NBlankenship@aol.com;776-972-7584;************1509
Resort Hotel;0;53;2015;July;29;12;1;0;2;2;0;BB;CN;Online TA;TA/TO;0;0;0;G;G;0;No Deposit;240;;0;Transient;153;1;0;Check-Out;13/07/15;Allison Jimenez;Allison_J76@gmail.com;898-848-5580;************8095
Resort Hotel;0;2;2015;July;29;12;1;0;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;98;1;2;Check-Out;13/07/15;Tonya Taylor;TonyaTaylor81@outlook.com;709-065-1399;************3483
Resort Hotel;0;8;2015;July;29;12;2;4;2;1;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;169;1;2;Check-Out;18/07/15;Jennifer Higgins;Higgins.Jennifer@yandex.com;669-803-3888;************6969
Resort Hotel;1;72;2015;July;29;12;2;4;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;93;0;2;Canceled;12/05/15;Glenn Love;Love_Glenn33@zoho.com;185-118-9346;************4196
Resort Hotel;0;12;2015;July;29;12;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;132.29;0;0;Check-Out;19/07/15;Joshua Salinas;Salinas.Joshua32@aol.com;292-065-4807;************1428
Resort Hotel;0;48;2015;July;29;12;2;5;2;0;0;BB;BRA;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;243;;0;Transient;123;0;1;Check-Out;19/07/15;Jennifer Allen;JAllen93@yahoo.com;599-009-6464;************1622
Resort Hotel;0;90;2015;July;29;12;2;5;2;0;0;FB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;5;;0;Transient-Party;117.22;0;1;Check-Out;12/07/15;Mary Daniels;Mary_D@comcast.net;356-149-7780;************9366
Resort Hotel;0;34;2015;July;29;12;2;5;2;0;1;HB;ESP;Offline TA/TO;TA/TO;0;0;0;D;D;1;No Deposit;156;;0;Transient;149;0;1;Check-Out;19/07/15;Katelyn Mendoza;Katelyn_Mendoza@outlook.com;856-983-3492;************2302
Resort Hotel;1;58;2015;July;29;12;2;5;3;1;0;BB;PRT;Direct;Direct;0;0;0;C;C;0;No Deposit;250;;0;Transient;164.57;0;1;Canceled;29/06/15;Derrick Snyder;Snyder_Derrick@outlook.com;661-734-9784;************9139
Resort Hotel;0;59;2015;July;29;12;2;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;115;;0;Contract;107;0;0;Check-Out;19/07/15;Thomas Watkins;Thomas_Watkins52@yandex.com;382-722-2380;************2430
Resort Hotel;0;90;2015;July;29;12;2;5;2;0;1;FB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;5;;0;Transient-Party;117.22;1;2;Check-Out;19/07/15;Timothy Pierce;Pierce_Timothy86@verizon.com;912-002-7378;************3201
Resort Hotel;0;116;2015;July;29;12;2;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;E;E;0;No Deposit;40;;0;Contract;119.25;0;0;Check-Out;19/07/15;Gregory Green;Gregory_Green32@comcast.net;191-347-7868;************7236
Resort Hotel;0;31;2015;July;29;12;2;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;243;;0;Transient;123;0;0;Check-Out;19/07/15;Taylor Gordon;TaylorGordon94@zoho.com;458-613-5796;************2456
Resort Hotel;1;51;2015;July;29;12;2;5;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;241;;0;Transient;105.71;0;0;Canceled;03/07/15;Adam Blackwell;Adam.B77@yahoo.com;221-635-5515;************8772
Resort Hotel;0;48;2015;July;29;12;2;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;243;;0;Transient;123;0;1;Check-Out;19/07/15;Arthur Evans;Arthur_Evans@comcast.net;771-489-6681;************6974
Resort Hotel;0;59;2015;July;29;12;2;5;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;;0;Transient;144.43;1;2;Check-Out;19/07/15;Hunter Adkins;Hunter_Adkins97@att.com;378-088-8124;************7836
Resort Hotel;1;97;2015;July;29;12;3;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;;0;Transient;126;0;1;Canceled;19/06/15;Kyle Brown;Kyle_Brown@verizon.com;794-954-2976;************3719
Resort Hotel;0;12;2015;July;29;12;4;5;2;0;0;HB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;148.3;1;2;Check-Out;21/07/15;Rebecca Pittman;Rebecca_P@yandex.com;253-746-5468;************3124
Resort Hotel;0;64;2015;July;29;12;4;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;;0;Transient;125.22;0;1;Check-Out;21/07/15;Mrs. Peggy Martinez DVM;Mrs.DVM54@outlook.com;388-997-8210;************1232
Resort Hotel;0;31;2015;July;29;12;4;7;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;243;;0;Transient;123;0;0;Check-Out;23/07/15;Rachel Dillon;Rachel_D@aol.com;948-815-9694;************7515
Resort Hotel;0;59;2015;July;29;12;4;7;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;243;;0;Contract;130;1;1;Check-Out;23/07/15;Nancy White;NancyWhite@att.com;463-553-9686;************9376
